Level,Date and Time,Source,Event ID,Task Category
Information,12/11/2021 1:53:50 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:49 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:49 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:42 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:41 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:41 PM,Microsoft-Windows-Security-SPP,16384,None,Successfully scheduled Software Protection service for re-start at 2121-11-17T21:53:41Z. Reason: RulesEngine.
Information,12/11/2021 1:53:40 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:36 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:35 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:33 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:32 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:29 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:28 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:27 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:27 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:26 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:25 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:25 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:24 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:23 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:23 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:22 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:22 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:22 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:21 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:21 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:20 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:18 PM,Windows Error Reporting,1001,None,"Fault bucket 2094705082965511732, type 5
Event Name: WindowsWcpOtherFailure3
Response: Not available
Cab Id: 0

Problem signature:
P1: 10.0.20348.169:3
P2: wcp\sil\ntsystem.cpp
P3: Windows::Rtl::SystemImplementation::DirectFileSystemProvider::SysCreateFile
P4: 2823
P5: c0000102
P6: 0x6a0c0a76
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.504bad7f-0aea-4e1e-8fa1-703201286588.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\Critical_10.0.20348.169_3_5e11f3e6615a6c70f5cf7b37d55efaa4aa6924c_00000000_e1848acf-6747-4d18-b926-c1872cd682e9

Analysis symbol: 
Rechecking for solution: 0
Report Id: e1848acf-6747-4d18-b926-c1872cd682e9
Report Status: 268435456
Hashed bucket: 3cb12740f9202a653d11e32cbb5d4e34
Cab Guid: 0"
Information,12/11/2021 1:53:16 PM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: WindowsWcpOtherFailure3
Response: Not available
Cab Id: 0

Problem signature:
P1: 10.0.20348.169:3
P2: wcp\sil\ntsystem.cpp
P3: Windows::Rtl::SystemImplementation::DirectFileSystemProvider::SysCreateFile
P4: 2823
P5: c0000102
P6: 0x6a0c0a76
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\Windows\Logs\CBS\CBS.log
\\?\C:\Windows\Logs\CBS\CbsPersist_20211113225437.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20211113213743.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20211002121559.cab
\\?\C:\Windows\servicing\Sessions\Sessions.xml
\\?\C:\Windows\Logs\Cbs\FilterList.log

These files may be available here:


Analysis symbol: 
Rechecking for solution: 0
Report Id: e1848acf-6747-4d18-b926-c1872cd682e9
Report Status: 262148
Hashed bucket: 
Cab Guid: 0"
Information,12/11/2021 1:53:16 PM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: WindowsWcpOtherFailure3
Response: Not available
Cab Id: 0

Problem signature:
P1: 10.0.20348.169:3
P2: wcp\sil\ntsystem.cpp
P3: Windows::Rtl::SystemImplementation::DirectFileSystemProvider::SysCreateFile
P4: 2823
P5: c0000102
P6: 0x6a0c0a76
P7: 
P8: 
P9: 
P10: 

Attached files:

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\Critical_10.0.20348.169_3_5e11f3e6615a6c70f5cf7b37d55efaa4aa6924c_00000000_e1848acf-6747-4d18-b926-c1872cd682e9

Analysis symbol: 
Rechecking for solution: 0
Report Id: e1848acf-6747-4d18-b926-c1872cd682e9
Report Status: 4
Hashed bucket: 
Cab Guid: 0"
Information,12/11/2021 1:53:14 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2
Insufficient storage available to create either the shadow copy storage file or other shadow copy data.

A snapshot error occured while scanning this drive. Run an offline scan and fix.
"
Information,12/11/2021 1:53:11 PM,Microsoft-Windows-Security-SPP,16394,None,Offline downlevel migration succeeded.
Information,12/11/2021 1:52:02 PM,VSS,8224,None,The VSS service is shutting down due to idle timeout. 
Information,12/11/2021 1:49:02 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2

Examining 1 corruption record ...

Record 1 of 1: Corrupt File ""<0xf,0x6cc6>"" ... no corruption found.

1 corruption record processed in 0.1 seconds.

Windows has examined the list of previously identified potential issues and found no problems.
No further action is required.
"
Information,12/11/2021 1:48:39 PM,Microsoft-Windows-Security-SPP,16384,None,Successfully scheduled Software Protection service for re-start at 2121-11-17T21:48:39Z. Reason: RulesEngine.
Information,12/11/2021 1:48:03 PM,Microsoft-Windows-Security-SPP,16394,None,Offline downlevel migration succeeded.
Information,12/11/2021 1:47:58 PM,Microsoft-Windows-Security-SPP,16384,None,Successfully scheduled Software Protection service for re-start at 2121-11-17T21:47:56Z. Reason: RulesEngine.
Information,12/11/2021 1:47:42 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2

Examining 5 corruption records ...

Record 1 of 5: Corrupt File ""<0x2,0x6c07>"" ... no corruption found.

Record 2 of 5: Corrupt File ""<0x2,0x6c09>"" ... no corruption found.

Record 3 of 5: Corrupt File ""<0x3,0x6c40>"" ... no corruption found.

Record 4 of 5: Corrupt File ""<0x2,0x6c0d>"" ... no corruption found.

Record 5 of 5: Corrupt File ""<0x2,0x6c23>"" ... no corruption found.

5 corruption records processed in 0.1 seconds.

Windows has examined the list of previously identified potential issues and found no problems.
No further action is required.
"
Information,12/11/2021 1:47:37 PM,Windows Error Reporting,1001,None,"Fault bucket 1466636225595259768, type 5
Event Name: MpTelemetry
Response: Not available
Cab Id: 0

Problem signature:
P1: 0x8050a003
P2: ValidateUpdate
P3: AM BDE
P4: 1.1.18500.10,1.1.18800.4,1.355.99.0
P5: mpsigstub.exe
P6: 4.18.2110.6
P7: Microsoft Windows Defender (RS1+)
P8: 
P9: 
P10: 

Attached files:
\\?\C:\Windows\SERVIC~1\NETWOR~1\AppData\Local\Temp\MpSigStub.log
\\?\C:\Windows\SERVIC~1\NETWOR~1\AppData\Local\Temp\5D8913EC-57F9-44A2-B721-11AA83D432A0MPTelemetrySubmit\client_manifest.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.da833679-3996-462f-8f3c-feb98a71f42d.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.47be0f1a-8a73-49f7-878c-db3a23c04aa4.tmp.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.f3e530d4-7701-448c-913e-c0727c8e6b48.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.9b00b566-93b7-49cd-b86b-8bf13d2a9b0f.tmp.txt

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\NonCritical_0x8050a003_8e662e88121199cf331683e3af5849e24e814_00000000_ee731b40-bf8a-40d1-bb22-4e585245ee3f

Analysis symbol: 
Rechecking for solution: 0
Report Id: ee731b40-bf8a-40d1-bb22-4e585245ee3f
Report Status: 268435456
Hashed bucket: 3a8af9426b5ad03b245a89e069533b78
Cab Guid: 0"
Information,12/11/2021 1:47:25 PM,Microsoft-Windows-Security-SPP,16394,None,Offline downlevel migration succeeded.
Information,12/11/2021 1:46:47 PM,Chkdsk,26228,None,"Chkdsk was executed in verify mode on a volume snapshot.  

Checking file system on \Device\HarddiskVolume2

Examining 1 corruption record ...

Record 1 of 1: Corrupt File ""<0x8,0x6c0f>"" ... no corruption found.

1 corruption record processed in 0.1 seconds.

Windows has examined the list of previously identified potential issues and found no problems.
No further action is required.
"
Information,12/11/2021 1:46:26 PM,edgeupdate,0,None,Service stopped.
